screen_name,day,text,month,party,topics,triggering_event,analytical_notes,likely_context
shitrit_keti,24/06/2021,"דברים שאמרתי בישיבת המזכירות:  ""הליכוד לא נפל, קיבלנו 30 מנדטים! הם השיגו ממשלה ברמייה!  גם אנחנו שיושבים באופוזיציה מאוד כועסים. צריך להמשיך להדהד את השקר שלהם..  כדי לעורר כעס אצל ימני צריך לשקר לו כדי לעורר כעס אצל שמאלני צריך לאמר לו את האמת. ניהיה אופוזיציה מאוחדת ולוחמנית!""",Jun-21,Likud,delegitimization,,,Jun 2021: Coalition agreement (Jun 2); Bennett sworn in as PM (Jun 13)
itamarbengvir,24/06/2021,"הגיע הזמן של הממשלה להתעורר, יהודים מותקפים בפיגועי אבנים, בקבוקי תבערה ועכשיו גם מנסים לזהם את האוויר שלנו.  פניתי לשר הביטחון בדרישה להתחיל לטפל באויב ביד קשה. יהודים לא צריכים לפחד לנסוע בכבישים או לגור בבית שלהם בארץ ישראל. https://t.co/Y2CF4hX8Su",Jun-21,Religious Zionism,?security,,,Jun 2021: Coalition agreement (Jun 2); Bennett sworn in as PM (Jun 13)
rothmar,24/06/2021,"שופט או שופטת שבעיניו בגידה בבן או בת הזוג היא עניין לגיטימי לא ראויים לשבת על כס השיפוט במדינתו של העם היהודי.  מגיע קצת יותר לעם שקיבל את לוחות הברית שכתוב עליהן ""לא תנאף"". https://t.co/vIkTRkreIh",Jun-21,Religious Zionism,"?betrayal, ?identity, ?judicial",,,Jun 2021: Coalition agreement (Jun 2); Bennett sworn in as PM (Jun 13)
shlomo_karhi,25/06/2021,"""כעת יאמר ליעקב ולישראל מה פעל אל... הן עם כלביא יקום וכארי יתנשא"".  בממשלת ההונאה החדשה, יש משקל סגולי גבוה לשונאי ישראל ולמחריבי הדת. בעז""ה, נחזור בעוצמה רבה יותר ובכוחות מחודשים, ללא מורא ופחד מפני אויבינו ומשתפי הפעולה שלהם מבית ומחוץ.  לפוסט:https://t.co/R6ItnhMfSQ  שבת שלום https://t.co/RLCPyfvhZM",Jun-21,Likud,"delegitimization, identity",,,New Bennett government ongoing
DayanUzi,27/06/2021,"באתם לעבוד? הרי לכם משימה - מיגור האלימות הערבית . לא לכתוב על זה ספר אלא לפעול. ואיסוף נשק תחילה.  לא לסמוך על החברה הערבית, ע""ע ""רצח על כבוד המשפחה"". להחליט ולבצע. המשטרה לא תוכל לבצע לבד. צריך את השב""כ ואת צה""ל - סגר, עוצר, חיפוש מבית לבית, מעצרים ופסקי דין חריפים! ביטחון! https://t.co/XlUkza3X3H",Jun-21,Likud,"?covid, ?police, ?security",,,New government; Jewish identity issues
shlomo_karhi,27/06/2021,"הפרעות של ערביי ישראל בערים המעורבות, הוכיחו את החשיבות הרבה שיש בחיזוק ערים אלו בתושבים עם זיקה חזקה למדינת ישראל ולריבונותה.  הטבות מס לחיילים משוחררים וליוצאי שירות לאומי ואזרחי בערים המעורבות, יחזקו את החוסן הלאומי בערים אלו ויגבירו את הבטחון האישי של התושבים. https://t.co/tPlm9D6CAu",Jun-21,Likud,"?exclusion, ?governance, ?security",,,New government; Jewish identity issues
ofir_sofer,27/06/2021,"ממי שהוליך את מצביעיו שולל והפר הבטחות רבות כל כך הייתי מצפה למעט צניעות והורדת ראש. בעניין החוק: נעשה הכל על מנת להפיל את הממשלה שבה אתה חבר, ממשלה שבשותפות עם האחים המוסלמים- מסכנת את ביטחון מדינת ישראל. ד״א- חוק ההגירה ממתין לתמיכתכם, אל תהיו סיקריים. https://t.co/cUrlOHW3C0",Jun-21,Religious Zionism,delegitimization,,חוק ההגירה,New government; Jewish identity issues
Orly_levy,27/06/2021,"משטרת ישראל יצאה במבצע חוק וסדר במגזר הערבי.  המבצע הסתיים וההשתוללות נמשכת. רק בסוף השבוע ועד הבוקר נרצחו ארבעה אזרחים ערבים, ביניהם נערה צעירה שלא עשתה דבר, וזאת כתוצאה מסכסוכים ואלימות גואה. אסור לנו לקבל מציאות כזו, האם המבצע הסתיים מוקדם מדי? התשובה כואבת ומדממת.",Jun-21,Likud,?police,,,New government; Jewish identity issues
itamarbengvir,27/06/2021,"חצי מהתדרוך עכשיו של עומר בר לב לעיתונאים התעסק בי. ""פרובוקטור, לא אפגש איתו"" ועוד כמה סיסמאות שיעזרו לו לרפד את זרי הדפנה שהוא יושב עליהם. עומר, במקום לקשקש תתחיל לעבוד. משימות ראשונות מהשבוע: הפרוטקשן בראש פינה ובבאר שבע, הנשק במגזר הערבי, ושמירה על יהודים בשמעון הצדיק. קדימה. https://t.co/QmYMHUlvrH",Jun-21,Religious Zionism,?media,,,New government; Jewish identity issues
bezalelsm,27/06/2021,"מול עצימת העיניים לנוכח אלפי מבנים לא חוקיים של ערבים סביב אביתר, מול חאן אל-אחמר שעדיין עומד, מול כוונת ממשלת השמאל הזו להלבין עשרות אלפי מבנים לא חוקיים של הבדואים בנגב, מול הרמת הראש וההתרסה האלימה של הערבים סביב אביתר - הריסת הישוב היא צביעות ועוול יהודי, ציוני, מוסרי ומשפטי.",Jun-21,Religious Zionism,"judicial, identity, delegitimization",,moralism,New government; Jewish identity issues
shlomo_karhi,27/06/2021,"י""ז בתמוז, היום שבו בטל התמיד, העלו ליהודים הנצורים בירושלים חזיר במקום כבש בתוך תיבה. כשהגיע לאמצע החומה, נעץ את ציפורניו בחומה ונזדעזעה הארץ.  הקואליציה הזו, מקימה ביום אבל כזה את ועדת החוקה האמונה על בתי הדין הרבניים וכו' ובראשה רבאי רפורמי שכל מטרתו לקעקע את היהדות. בושה! https://t.co/BxAb0abdLZ",Jun-21,Likud,identity,,,New government; Jewish identity issues
bezalelsm,28/06/2021,"שלום יוסי, בדרך כלל אני משתדל לקחת אותך ברצינות. הפעם זה די קשה... שנה שלמה שבה העיתון יעסוק כולו רק בנושא הזה לא תספיק לכתבות מקבילות שלך על למה לא נמנעה הקמתם של כ 800 מאחזים בלתי חוקיים של ערבים בשטחי סי ביהודה ושומרון. נחמד שנזכרת לשים לב ל""מחדלים"" כאלה כשמדובר בישוב יהודי. https://t.co/1mj6vpAsw3",Jun-21,Religious Zionism,?media,,,New government; ongoing governance
netanyahu,28/06/2021,"ממשלת ההונאה של בנט לא מסוגלת לשמור על ישראל כמדינה יהודית, היא מבקשת את התמיכה שלנו. יש לנו תנאי אחד: להעביר את חוק יסוד ההגירה שלנו כדי למנוע איחוד משפחות, הגירה פלסטינית וכניסת מסתננים https://t.co/vteXpCKYrE",Jun-21,Likud,delegitimization,,חוק ההגירה,New government; ongoing governance
FateenMulla,28/06/2021,בנט מנסה לחפות על חוסר האמון שמפגין רוב הציבור הישראל כנגד ממשלתו והיותו ראש ממשלה עם אפס תמיכה מהעם - ומפריח עלילות שווא ושקרים נגד האופוזיציה והעומד בראשה.   הציבור חכם ולא קונה את זה.,Jun-21,Likud,"people_centrism, delegitimization",,,New government; ongoing governance
dudiamsalem,28/06/2021,"תקווה חדשה 2 חברים בוועדת חוקה על 6 מנדטים! 4 שרים?! 4 מחופשים לנורבגים, כדי שעוד 4 עובדים זרים יכנסו, הרי גם הגב' מיכל שיר צריכה סידור עבודה ואתנן למעשי הנוכלות והרמייה שלה. הליכוד 3 חברים על 30 מנדטים. אל תתפלאו כשאנחנו נחזור בעזרת ה' במהרה נדרוס אתכם בדיוק כמו שאתם עושים כאן❗ https://t.co/qL53Y9WShA",Jun-21,Likud,"?betrayal, ?people_centrism",,,New government; ongoing governance
GolanMay,28/06/2021,"את חוק יסוד ההגירה הגשתי כבר כמעט לפני שנה מתוך מטרה לשמור על ישראל - מדינה יהודית ולא מדינת כל אזרחיה המכילה מאות אלפי מסתננים בלתי חוקיים. כפי שאמר היום @netanyahu - זה הזמן של איילת ונפתלי להפסיק להתחבא מאחורי ארגוני שמאל קיצוני ולהביא את הצ""ח להליך חקיקה מהיר שישמור על ישראל. https://t.co/mffZMpqHME",Jun-21,Likud,"?identity, ?immigration",,,New government; ongoing governance
bezalelsm,28/06/2021,"אין ספור ספינים ומניפולציות חסרות אחריות הקואליציה מריצה בנושא חוק האזרחות כדי לשמור על שרידותה עם תומכי הטרור האנטי ציוניים ברע""מ. מי שרוצה לעשות קצת סדר מוזמן לצפות בהסבר קצר שנתתי היום בכנסת.  https://t.co/fwBleP6sCP",Jun-21,Religious Zionism,delegitimization,,,New government; ongoing governance
shitrit_keti,28/06/2021,"בנט וסער רוצים ללכת עם ולהרגיש בלי.. מצד אחד,הם רוצים להיות בתוך ממשלה עם מפלגות אנטי ציוניות ומצד שני הם מבקשים להצביע יחד עם גוש הימין בנושאים לאומיים. אי אפשר גם וגם. אתם פעלתם נגד האידאולוגיה שלכם על מנת להפיל את ביבי, אנחנו נפעל באותה הדרך כדי להפיל את הממשלה הרעה הזאת.",Jun-21,Likud,"?delegitimization, ?terror_framing",,,New government; ongoing governance
michalwoldiger,28/06/2021,"RT @amirettin: עכשיו בכנסת: נשות משכונת שמעון הצדיק שסובלות יום יום מתקיפות ערבים בשכונה מנסות לשכנע את סגן שר הבט""פ סגלוביץ' יחד עם ח""כ וו…",Jun-21,Religious Zionism,,,,New government; ongoing governance
itamarbengvir,28/06/2021,"שינוי הוועדה למינוי דיינים נעשה כדי לפגוע בציבור החרדי, אותו ציבור שאנחנו פוגשים באין ספור הזדמנויות של חסד ונתינה. ניאבק יחד נגד הממשלה הרעה הזו, שמדירה ופוגעת בציבור החרדי. https://t.co/WpbVlQ9HIh",Jun-21,Religious Zionism,?identity,,,New government; ongoing governance
bezalelsm,28/06/2021,"הבטיחו ממשלת שינוי ולשם שינוי קיימו, לרעה! ממשלה אטומה וחסרת חמלה שתביא לחרפת רעב אוכלוסיות שלמות שמתקשות להשתלב בשוק התעסוקה. דברים שאמרתי הלילה במליאת הכנסת בדיון על מודל החל""ת החדש.  https://t.co/69bzxSif9a",Jun-21,Religious Zionism,"elite_delegitimization, delegitimization",,,New government; ongoing governance
elicoh1,28/06/2021,"אין לממשלה הזאת בושה. בלילה שבו הם מחליטים לבטל את החל""ת לבני 67 ומעלה, ולהשאיר אותם ללא מקור פרנסה, הם מעבירים את החוק הנורבגי הסופר מורחב שיסדר לעצמם עוד ועוד ג'ובים. לא עובדים בשביל הציבור, עובדים על הציבור.",Jun-21,Likud,"elite_delegitimization, delegitimization",,,New government; ongoing governance
bezalelsm,29/06/2021,יש גבול לצביעות. כל עוד חאן אל-אחמר ועשרות אלפי מבנים לא חוקיים נוספים של ערבים עומדים על תילם אין שום סיבה בעולם שאביתר יפונה. המתיישבים גילו אחריות והסכימו לפשרה שמפלה אותם לרעה כדי להימנע מעימות. הממשלה חייבת לעמוד מאחורי ההסכמות ואם תחזור בה תישא באחריות המלאה לתוצאות.,Jun-21,Religious Zionism,,,,New government; judicial/political issues
oritstrock,29/06/2021,קואליציה שעושה גיוס כדי להצביע נגד בטחון המשפחות היהודיות בשכונת שמעון הצדיק - זו קואליציה מסוכנת! תתבישו ! @SharrenHaskel  @iditsilman  @BToporovsky,Jun-21,Religious Zionism,"identity, delegitimization",,,New government; judicial/political issues
rothmar,29/06/2021,RT @oritstrock: קואליציה שעושה גיוס כדי להצביע נגד בטחון המשפחות היהודיות בשכונת שמעון הצדיק - זו קואליציה מסוכנת! תתבישו ! @SharrenHaskel…,Jun-21,Religious Zionism,"identity, delegitimization",,,New government; judicial/political issues
bezalelsm,29/06/2021,"ככה זה כשהקואליציה לא באה לדרוס את האופוזיציה אלא קשובה להערות ולשיח. במקום מריבות ופיליבסטר מתיש קיבלנו הטבות רבות לאזרחי ישראל. אני מבקש להודות ליו""ר הוועדה @MK_alexkushnir על ניהול קשוב ומקצועי, לשר האוצר על הנכונות להכניס תיקונים, ולחבריי לאופוזיציה על מקצועיות וענייניות.",Jun-21,Religious Zionism,,,,New government; judicial/political issues
bezalelsm,30/06/2021,"מיכל רוזן במתקפה על הפורעים במאות המאחזים הלא חוקיים של הבדווים בנגב ושל הערבים ביו""ש ובכל רחבי הארץ, ועל מדיניות הקואליציה שהיא חברה בה לתת פרס לעבריינים ולהבין אותם. אני מניח שבשלב הבא היא חותמת על הוראת קבע ל @TnuatRegavim. https://t.co/Y1ZO1QTubI",Jun-21,Religious Zionism,?exclusion,,,End of June; new government settling in
bezalelsm,30/06/2021,"איך שזה נראה כרגע, הממשלה ממש מתעקשת להתחיל ברגל שמאל ולשכנע את המתיישבים ואת הציבור כולו שאי אפשר לסמוך על אף מילה ואף התחייבות שלה. אחרי שאתמול כבר חזרה בה מהסכם קודם, הממשלה ממשיכה לשחוק את ההסכם ומשתהה עם החתימה. מתיישבי אביתר הם אנשים אחראיים אבל לא טפשים ולא פראיירים. https://t.co/L1jaPmfCRE",Jun-21,Religious Zionism,,,,End of June; new government settling in
elicoh1,30/06/2021,RT @Likud_Party: האופוזיציה תמשיך להיאבק בממשלה בכל דרך - ביום ובלילה - עד להפלת ממשלת ההונאה הרעה הזאת שתלויה בגורמים אנטי-ציוניים. בושה ש…,Jun-21,Likud,delegitimization,,,End of June; new government settling in
bezalelsm,01/07/2021,"RT @KnessetT: ""אני לא נגד ערבים"". ח""כ @bezalelsm רוצה ""לייהד את הגליל"": ""כל דבר שנעשה - מיד יבואו ערבים ויכנסו, כל שכונה שתבנה יבואו ערבים,…",Jul-21,Religious Zionism,?exclusion,,,Jul 2021: Bennett government; early government operations
shlomo_karhi,01/07/2021,"מי שגנב את קולות הבוחרים, מצביע גם פעמיים במליאה וגונב את ההצבעות.  הכל ""בטעות"" כמובן. בושה!",Jul-21,Likud,?betrayal,,,Jul 2021: Bennett government; early government operations
shitrit_keti,01/07/2021,למי שאין בושה לגנוב את קולות הימין לא תהיה בושה לגנוב הצבעות במליאה ובוועדות. ממשלת הרמאים!,Jul-21,Likud,,,,Jul 2021: Bennett government; early government operations
shlomo_karhi,01/07/2021,"מסדרים את הדוחות הכספיים ועושקים את הציבור. הפעם לא ממשלת ההונאה, אלא הבנקים.  דרשנו מהם לתת ריבית נמוכה יותר על דחיית תשלומי הלוואות ולהקל קצת על הלקוחות, אבל הם עם דמעות תנין אמרו שהם גם ככה הולכים להיפגע קשות בקורונה.  צפו בנאומי ותופתעו מהנתונים. נפסיק את העושק בעז""ה. חלק 1. https://t.co/uXfhp12qpC",Jul-21,Likud,"?covid, ?delegitimization, ?economy",,,Jul 2021: Bennett government; early government operations
shlomo_karhi,01/07/2021,"אחרי פיליבסטר של שלושה ימים ושלושה לילות כמעט ללא שינה, לצערי לא הצלחתי להגיע הערב להפגנת התמיכה.  אתם נותנים לנו את הכח להמשיך ולהיאבק בממשלת ההונאה הזו עד שתיפול בקרוב בעז""ה.  הפגנה כזו מדהימה, נותנת אנרגיות לעוד חודש שלם של פיליבסטרים ללא הפסקה...  אוהב אתכם❤ עם ישראל חי🇮🇱 https://t.co/ZjpMvnHl5b",Jul-21,Likud,?delegitimization,,,Jul 2021: Bennett government; early government operations
GolanMay,02/07/2021,השבוע עבדנו מהאופוזיציה לילות כימים למען עם ישראל ומדינת ישראל. אמשיך להילחם ולהיאבק כנגד ממשלת הנוכלות והזדון הזו - עד להפלתה והקמת ממשלת ימין אמיתית של המחנה הלאומי! שבת שלום 🇮🇱 https://t.co/CwErpOYe1T,Jul-21,Likud,"?betrayal, ?economy, ?identity",,,Jul 2021: Bennett government; early government operations
dudiamsalem,04/07/2021,"מר הנדל, אתה הקמת את ממשלת האחים המוסלמים, ועכשיו אתה מטיף לנו מוסר על ימין? אתה, שנשען על תומכי ומחבקי מחבלים?! אם החוק חשוב לבטחון המדינה, אתה בעצם מודה שאתה יושב בקואליציה מסוכנת לישראל ולבטחון אזרחיה, כי היא לא יכולה להעביר הוראת שעה פשוטה. צבוע, הגעת לשפל המדרגה... https://t.co/kz31BzPAu9",Jul-21,Likud,?terror_framing,,,Bennett government; early July politics
itamarbengvir,05/07/2021,"כשמאות ערבים התקרבו לאש קודש ותושב ירה באוויר, המשטרה ניהלה חקירה 3 שנים עד שהגישה כתב אישום נגדו (שבו זוכה ונקבע שהירי מוצדק). לעומת זאת כשערבי ירה ביהודים בלוד המשטרה סגרה את התיק תוך 24 שעות. אז ניצב שבתאי, לפני שאתה מקים אפליקציות, אתה חייב לעקור את האכיפה הבררנית אצלכם. דחוף https://t.co/BPumw3rac0",Jul-21,Religious Zionism,"?covid, ?governance, ?identity",,,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,"אנשים מופקרים וחסרי אחריות שסיכנו ביודעין את מדינת ישראל ובשל תאוות שלטון ונקם סיכלו הקמת ממשלת ימין ציונית והקימו ממשלה מסוכנת עם שמאל פוסט ציוני ותומכי טרור אנטי ציוניים, מסרבים היום לנהל שיח עם האופוזיציה על שיפור החוק שימנע איחוד משפחות, מעדיפים גם עכשיו לנהל שיח עם תומכי&gt;&gt;&gt;",Jul-21,Religious Zionism,"?delegitimization, ?immigration, ?terror_framing",,,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,"הטרור על שחיקה נוספת של הוראת השעה השחוקה ממילא, ואז מטיפים לנו מוסר על אחריות לאומית. צביעות שאין דברים כאלה.  הוראת השעה המחוררת היא רעה ואין לנו שום עניין להעביר אותה רק כדי שהקואליציה תשרוד. הפתרון הנכון למניעת איחוד משפחות ולשמירת הביטחון והרוב היהודי במדינת ישראל הוא&gt;&gt;&gt;",Jul-21,Religious Zionism,"?immigration, ?security",,,Jul 2021: Bennett government; early government operations
shitrit_keti,05/07/2021,הם לא רוצים להבטיח את בטחונה של ישראל אלא להבטיח את שרידות הקואליציה האנטי ציונית שלהם.  זאת חוצפה ובושה שאין לתאר. לא כך פועלת ממשלה ציונית. הדרך הנכונה לפעול היא לקבל את הצעתנו ולהעביר כבר מחר את חוק יסוד ההגירה בקריאה טרומית ולתת לישראל שליטה על גבולותיה ועל מי שנכנס לתוכה.,Jul-21,Likud,delegitimization,,חוק האזרחות,Jul 2021: Bennett government; early government operations
elicoh1,05/07/2021,"קואליציה שלא מסוגלת לשמור על ביטחון מדינת ישראל ועל אופיה היהודי, ושלא מצליחה להעביר את חוק האזרחות, אין לה זכות קיום. https://t.co/CzKZTx0dqc",Jul-21,Likud,delegitimization,,חוק האזרחות,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,"לקבל הטפות מוסר ממי שלפני פחות מחודש הקימה ממשלה מסוכנת עם תומכי טרור אנטי ציוניים ועם שמאל קיצוני ופוסט ציוני במקום לבוא לממשלת ימין על מלא רק בשל איבה אישית לנתניהו זה שיא נוסף של צביעות. שרן, יש לך חמאה על הראש, לפחות שבי בצל ואל תצאי לשמש... https://t.co/0Wnruv4sGm",Jul-21,Religious Zionism,delegitimization,,,Jul 2021: Bennett government; early government operations
rothmar,05/07/2021,סגירת התיקים בלוד היא המשך אוזלת היד של המשטרה.  אסור שבמדינת ישראל דם יהודים יהיה הפקר. https://t.co/KyQpfDUXhZ,Jul-21,Religious Zionism,"?governance, ?police",,,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,"ממשלה כזו תעביר את חוק יסוד ההגירה, תעשה עוד המון דברים טובים, ובעיקר תמנע נזקים ארוכים טווח שהממשלה הנוכחית עושה ותמשיך לעשות בשל היותה בת ערובה של עבאס ומרצ.  הם לא עושים את זה רק בגלל פוליטיקה קטנה של עלבונות ואמביציות אישיות ופועלים בשל כך נגד מדינת ישראל ואזרחיה.",Jul-21,Religious Zionism,?immigration,,,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,בנט ממשיך לשקר. אפשר היה להקים ממשלת ימין והוא טרפד אותה בידיים. אבל למה לעסוק בעבר אם אפשר לתקן? אחרי שמתברר שקואליציה שנשענת על תומכי טרור מסוכנת למדינה ולא מסוגלת לשמור על האינטרסים החיוניים שלה הם יכולים עוד היום לחבור לממשלת ימין ציונית מלאה של 65 חברי כנסת. עוד בכנסת הזו.&gt;&gt;,Jul-21,Religious Zionism,"?betrayal, ?terror_framing",,,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,שמעתי שבנט אמר היום שיש דברים שאיתם לא משחקים ושביטחון המדינה זה קו אדום. שיסביר לנו למה הוא משחק עם ביטחון המדינה והקים ממשלה מסוכנת עם מי שהוא מגדיר כפוגעים בביטחון המדינה ובאופן שהוא הגדיר כמסוכן לביטחון המדינה רק כדי לכפות את עצמו על אזרחי ישראל כראש ממשלה עם שישה מנדטים. https://t.co/F1onof6gOY,Jul-21,Religious Zionism,"?delegitimization, ?people_centrism, ?security",,,Jul 2021: Bennett government; early government operations
shlomo_karhi,05/07/2021,"בנט, שקד ושות' הקימו ממשלה עם גורמים אנטי ציוניים.  לשיטתם, הצבעה נגד החוק היא הצבעה נגד המדינה. בהתאמה, זו ממשלה וקואליציה נגד המדינה.  חוק או לא חוק, הקול קול שקד והידיים ידי מנסור עבאס...  נמשיך להיאבק בממשלה המסוכנת הזו. על ההטפות הצבועות, נעניק להם את אות אבירי המוסר הכפול🏆 https://t.co/HPMjmmS5Ia",Jul-21,Likud,"?delegitimization, ?terror_framing",,,Jul 2021: Bennett government; early government operations
zoharm7,05/07/2021,"אחרי הרמייה הגדולה בהקמת ממשלת שמאל עם לפיד, בנט ממשיך לשקר ולהטעות את הציבור. ניכר שהפעם הוא וממשלתו פשוט משקרים את המתיישבים באביתר. https://t.co/bJ1S4sctbP",Jul-21,Likud,"?betrayal, ?delegitimization",,,Jul 2021: Bennett government; early government operations
netanyahu,05/07/2021,"בנט ושקד פונים אלינו אחרי שהם בישלו את הדייסה הזאת והקימו ממשלה עם אנטי-ציונים ואומרים לנו: ״תעזרו לנו לאכול את הדייסה שבישלנו בעצמנו״. הקמתם ממשלה שלראשונה בתולדות ישראל תלויה בגורמים אנטי-ציוניים, דבר שאף אחד לא עשה זאת לפניכם - תאכלו את מה שבישלתם! https://t.co/N568ikj4tv",Jul-21,Likud,?identity,,,Jul 2021: Bennett government; early government operations
AmirOhana,05/07/2021,"RT @ramonhaim: ראה""מ  בנט תובע מהאופוזיציה  לגלות אחריות לאומית. בכך בנט מאשים את שותפיו,מרץ ורעם, שבזכותם הוא מכהן כראש ממשלה,שהן מפלגות ח…",Jul-21,Likud,?deep_state,,,Jul 2021: Bennett government; early government operations
bezalelsm,05/07/2021,"לא יאמן. שקד מעדיפה לדבר עם רע""מ ומרצ ולהמשיך במכירת החיסול של המפעל הציוני, במקום לדבר איתנו ולהגיע להסכמות על קידומו ופיתוחו. היא תלויה בהם לשרידותה הפוליטית והיא תמכור להם הכל בשביל זה. ככה זה כשפוליטיקה קטנה ואינטרסנטית גוברת על טובת המדינה ובטחון אזרחיה. https://t.co/U1doLZlvfT",Jul-21,Religious Zionism,delegitimization,,חוק האזרחות,Jul 2021: Bennett government; early government operations
dudiamsalem,05/07/2021,"עולם הפוך- ממשלה שנשענת על תומכי ומחבקי מחבלים מטיפה לנו מוסר על ציונות ובטחון... ממשלה שחבריה לא יכולים לשמור ולדאוג לבטחון ישראל, להגדרתם, היא בהחלט ממשלה שחשוב להפיל ולהחליף. ממשלת שמאל מסוכנת ומופקרת! האופוזוציה תפעל כדי להחליף את ממשלת התנועה האיסלמית, ויפה שעה אחת קודם... https://t.co/O4CFs8mFZO",Jul-21,Likud,delegitimization,,חוק האזרחות,Jul 2021: Bennett government; early government operations
GolanMay,06/07/2021,אין מילים לחרפה של בנט ושקד. מכרתם את נשמתכם. עצוב על איך שתזכרו בהיסטוריה היהודית של עם ישראל.,Jul-21,Likud,"delegitimization, identity",Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote,Jul 2021: Bennett government; early government operations
bezalelsm,06/07/2021,"אחרי שבמסחרה פוליטית מול מרצ ורע""מ שקד מאשרת זכות שיבה לאלפי משפחות היא בעצם מודה שלשיטתה אין לחוק הזה שום תכלית ביטחונית וסתם לא אישרו את איחוד המשפחות עד כה. מכאן ולהבא לא יהיה לה שום סיכוי להגן על החוק בבג""צ ולהסביר למה את האלפים האלה כן ואת כל היתר לא. זכות שיבה של איילת שקד.",Jul-21,Religious Zionism,"?judicial, ?terror_framing",Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote,Jul 2021: Bennett government; early government operations
bezalelsm,06/07/2021,"אלו הרואים עצמם עדיין אנשי ימין בקואליציית השמאל האנטי ציונית עם תומכי הטרור הזו: עכשיו כשהבנתם שזה מסוכן ולא יכול לעבוד חיזרו הביתה למחנה הלאומי. לא מאוחר לתקן. תשתחררו מלפיתת החנק של תומכי הטרור, נקים יחד ממשלת ימין ציונית גדולה ויציבה בכנסת הזו ונשמור על מדינת ישראל יהודית.",Jul-21,Religious Zionism,"?delegitimization, ?identity, ?terror_framing",Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote,Jul 2021: Bennett government; early government operations
shlomo_karhi,06/07/2021,"ממשלת ישראל נגד מדינת ישראל. ממשלת ישראל אנטי ציונית. לא יאומן! מנענו את ההסכם המבזה, האנטי ציוני והמופקר של שקד וממשלת ההונאה. מי שניסה למכור את המדינה כדי להציל את הכסא שהשיג במרמה, לא קיבל היום גם את אמון הכנסת ואיננו ראוי להמשיך בשום תפקיד. נמשיך כך עד שנפיל את ממשלת השנאה.",Jul-21,Likud,delegitimization,Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote; ממשלת ישראל נגד מדינת ישראל,Jul 2021: Bennett government; early government operations
Orly_levy,06/07/2021,בסיומו של לילה לבן רואים את אור השמש. ממשלה רעה שנתמכת על ידי מפלגות אנטי ציוניות אינה מצליחה לתפקד.  אין קואליציה בישראל. https://t.co/cMsq7WLGLd,Jul-21,Likud,delegitimization,Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote,Jul 2021: Bennett government; early government operations
bezalelsm,06/07/2021,"כשחז""ל לימדו אותנו שהקנאה והתאווה והכבוד מוציאים את האדם מן העולם הם ראו לנגד עיניהם את איילת שקד שהפכה מאשת ימין ציונית ולוחמת ומועמדת עתידית לראשות ממשלה לשוליה של בנט שמכרה את דרכה וערכיה לתומכי טרור אנטי ציוניים ואיבדה את עולמה. https://t.co/wpFYbgNwJ6",Jul-21,Religious Zionism,"?betrayal, ?terror_framing",Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote,Jul 2021: Bennett government; early government operations
shlomo_karhi,06/07/2021,"מה שמעציב את השר עיסאוי פרג', משמח את עם ישראל.  התקווה שלהם היא מתכון לאסון חלילה עבורנו. לא ניתן לממשלה המסוכנת הזו לבצע מכירת חיסול למדינת ישראל. בעז""ה, זוהי תחילת הסוף... https://t.co/UUANPVWlEW",Jul-21,Likud,delegitimization,Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote,Jul 2021: Bennett government; early government operations
itamarbengvir,06/07/2021,"ההצבעה היום היא תחילת הסוף הפוליטי של ממשלת בנט - מנסור עבאס.  הצבעתי נגד החוק בלב שלם, במיוחד לאחר ההסכמה בין שקד לרע""מ שהייתה מאפשרת פגיעה בביטחון ישראל וכניסת 1600 ""פלסטינאים"" למדינה. ממשלת הנוכלים, הביתה. https://t.co/YPImpi3rah",Jul-21,Religious Zionism,"?betrayal, ?delegitimization, ?terror_framing",Citizenship Law vote fails 59-59 in Knesset,First major coalition defeat; Chikli defects on vote; חוק האזרחות,Jul 2021: Bennett government; early government operations
